user_id,login_ts,device_id,ip_address,os,login_success,auth_method
U00441,2026-01-01 10:53:16,DV00441,GB.73.5.1,iOS,1,password
U00346,2026-01-01 11:11:11,DV00346,US.107.111.159,Android,1,password
U00320,2026-01-01 11:12:36,DV00320,GB.58.40.46,Android,1,biometric
U00530,2026-01-01 11:23:17,DV00530,DE.42.168.48,iOS,1,password
U00377,2026-01-01 11:37:05,DV00377,US.246.234.244,iOS,1,password
U00705,2026-01-01 11:37:46,DV00705,US.217.18.13,Android,1,pin
U00177,2026-01-01 12:33:05,DV00177,US.223.124.180,Android,1,biometric
U00718,2026-01-01 13:02:53,DV00718,GB.12.186.232,Android,1,biometric
U00718,2026-01-01 13:27:46,DV00718,GB.118.97.219,iOS,1,password
U00600,2026-01-01 13:46:13,DV00600,US.109.75.107,Android,1,password
U00170,2026-01-01 13:46:59,DV00170,US.41.69.252,Android,1,pin
U00217,2026-01-01 13:49:32,DV00217,US.2.20.227,Android,1,biometric
U00304,2026-01-01 13:54:42,DV00304,GB.107.249.247,Android,1,biometric
U00471,2026-01-01 14:06:15,DV00471,GB.127.208.59,Android,1,biometric
U00320,2026-01-01 14:24:23,DV00320,GB.99.229.10,Android,1,password
U00177,2026-01-01 14:39:39,DV00177,US.226.48.187,Android,1,password
U00186,2026-01-01 14:48:55,DV00186,US.227.80.175,Android,1,pin
U00760,2026-01-01 14:59:42,DV00760,US.37.235.129,Android,1,biometric
U00545,2026-01-01 15:07:42,DV00545,US.188.230.152,Android,1,pin
U00393,2026-01-01 15:10:37,DV00393,US.154.197.41,Android,1,pin
U00217,2026-01-01 15:15:59,DV00217,US.236.27.248,iOS,1,pin
U00190,2026-01-01 15:19:58,DV00190,GB.234.235.52,iOS,1,biometric
U00390,2026-01-01 15:22:05,DV00390,GB.85.24.162,Android,1,password
U00726,2026-01-01 15:40:36,DV00726,GB.19.230.241,iOS,1,biometric
U00652,2026-01-01 15:41:29,DV00652,GB.85.2.82,iOS,1,password
U00494,2026-01-01 16:15:42,DV00494,DE.185.102.6,iOS,1,pin
U00721,2026-01-01 16:15:51,DV00721,GB.197.156.83,Android,1,pin
U00540,2026-01-01 16:34:37,DV00540,GB.173.123.100,iOS,1,pin
U00265,2026-01-01 16:35:34,DV00265,GB.84.172.70,Android,1,password
U00785,2026-01-01 16:46:34,DV00785,GB.254.78.160,iOS,1,password
U00285,2026-01-01 16:49:46,DV00285,GB.203.223.250,Android,1,password
U00076,2026-01-01 17:00:02,DV00076,US.202.197.247,Android,1,pin
U00494,2026-01-01 17:11:50,DV00494,DE.59.204.102,Android,1,biometric
U00467,2026-01-01 17:18:58,DV00467,GB.238.6.65,iOS,1,biometric
U00223,2026-01-01 17:31:58,DV00223,GB.16.178.45,iOS,1,pin
U00701,2026-01-01 17:35:35,DV00701,GB.204.105.231,iOS,1,pin
U00184,2026-01-01 18:07:37,DV00184,GB.227.127.32,iOS,1,password
U00781,2026-01-01 18:40:36,DV00781,GB.61.96.43,iOS,1,password
U00690,2026-01-01 18:41:01,DV00690,US.146.233.1,iOS,1,password
U00224,2026-01-01 18:49:52,DV00224,GB.89.109.211,Android,1,biometric
U00086,2026-01-01 19:25:02,DV00086,US.54.29.121,Android,1,biometric
U00312,2026-01-01 19:28:06,DV00312,DE.240.220.198,Android,1,biometric
U00036,2026-01-01 19:35:20,DV00036,US.74.9.103,iOS,1,biometric
U00148,2026-01-01 19:55:54,DV00148,US.115.204.145,iOS,1,pin
U00565,2026-01-01 19:57:56,DV00565,GB.174.149.1,iOS,1,password
U00794,2026-01-01 20:00:40,DV00794,DE.209.205.105,Android,1,pin
U00363,2026-01-01 20:03:34,DV00363,US.207.113.183,iOS,1,pin
U00779,2026-01-01 20:07:58,DV00779,US.38.5.99,Android,1,pin
U00300,2026-01-01 20:12:23,DV00300,DE.147.208.183,Android,1,pin
U00750,2026-01-01 20:22:02,DV00750,DE.48.125.50,iOS,1,biometric
U00626,2026-01-01 20:24:00,DV00626,US.99.129.83,Android,1,password
U00261,2026-01-01 20:25:48,DV00261,GB.145.143.41,Android,1,password
U00737,2026-01-01 21:11:47,DV00737,GB.129.15.199,Android,1,pin
U00339,2026-01-01 21:14:58,DV00339,GB.191.156.154,Android,1,biometric
U00677,2026-01-01 21:20:12,DV00677,US.6.163.205,iOS,1,pin
U00570,2026-01-01 21:33:27,DV00570,GB.216.144.249,iOS,1,pin
U00571,2026-01-01 21:40:28,DV00571,GB.233.223.252,Android,1,biometric
U00662,2026-01-01 21:59:52,DV00662,US.25.237.66,Android,1,pin
U00087,2026-01-01 22:17:03,DV00087,US.34.64.63,Android,1,pin
U00616,2026-01-01 22:17:44,DV00616,GB.145.39.183,iOS,1,biometric
U00576,2026-01-01 22:20:34,DV00576,GB.44.155.239,iOS,1,password
U00462,2026-01-01 22:28:02,DV00462,GB.18.205.154,Android,1,biometric
U00520,2026-01-01 22:29:56,DV00520,GB.135.36.199,Android,1,pin
U00553,2026-01-01 22:37:45,DV00553,GB.130.141.74,Android,1,password
U00074,2026-01-01 22:46:19,DV00074,GB.75.54.70,Android,1,pin
U00605,2026-01-02 06:04:39,DV00605,DE.248.182.73,Android,1,biometric
U00368,2026-01-02 06:05:42,DV00368,GB.240.163.192,iOS,1,password
U00280,2026-01-02 06:30:53,DV00280,US.68.22.181,iOS,1,biometric
U00632,2026-01-02 06:32:31,DV00632,US.158.199.128,iOS,1,biometric
U00672,2026-01-02 06:35:19,DV00672,DE.219.245.33,Android,1,pin
U00754,2026-01-02 06:38:36,DV00754,GB.99.254.148,Android,1,pin
U00532,2026-01-02 06:42:11,DV00532,GB.57.12.123,Android,1,pin
U00372,2026-01-02 06:43:46,DV00372,DE.175.164.224,Android,1,biometric
U00604,2026-01-02 06:46:53,DV00604,GB.196.169.55,iOS,1,pin
U00275,2026-01-02 06:49:57,DV00275,US.67.12.34,Android,1,pin
U00372,2026-01-02 06:56:31,DV00372,DE.199.191.177,iOS,1,password
U00309,2026-01-02 07:06:17,DV00309,GB.238.160.232,iOS,1,password
U00307,2026-01-02 07:15:59,DV00307,GB.186.61.44,Android,1,password
U00476,2026-01-02 07:20:37,DV00476,US.156.52.81,Android,1,password
U00570,2026-01-02 07:24:52,DV00570,GB.101.36.165,iOS,1,password
U00519,2026-01-02 07:30:18,DV00519,GB.249.123.19,iOS,1,password
U00350,2026-01-02 07:42:15,DV00350,GB.109.212.66,iOS,1,pin
U00667,2026-01-02 07:44:30,DV00667,US.202.182.76,Android,1,password
U00773,2026-01-02 08:03:56,DV00773,US.168.41.196,Android,1,biometric
U00330,2026-01-02 08:25:14,DV00330,GB.247.36.115,Android,1,biometric
U00544,2026-01-02 08:42:55,DV00544,US.7.104.139,iOS,1,pin
U00724,2026-01-02 08:50:41,DV00724,GB.108.126.34,iOS,1,password
U00132,2026-01-02 08:56:12,DV00132,GB.177.168.54,Android,1,password
U00777,2026-01-02 08:58:24,DV00777,GB.230.83.213,iOS,1,biometric
U00277,2026-01-02 09:07:46,DV00277,US.69.198.126,Android,1,biometric
U00230,2026-01-02 09:12:24,DV00230,DE.171.41.109,Android,1,password
U00116,2026-01-02 09:15:03,DV00116,GB.136.157.125,iOS,1,biometric
U00253,2026-01-02 09:42:10,DV00253,GB.189.14.174,Android,1,pin
U00798,2026-01-02 09:47:12,DV00798,US.243.89.89,Android,1,pin
U00037,2026-01-02 09:58:18,DV00037,US.86.250.145,Android,1,password
U00114,2026-01-02 10:04:10,DV00114,US.152.211.38,Android,1,biometric
U00726,2026-01-02 10:26:10,DV00726,GB.86.93.151,iOS,1,password
U00707,2026-01-02 10:28:50,DV00707,GB.91.82.11,iOS,1,password
U00535,2026-01-02 10:28:55,DV00535,DE.98.70.244,Android,1,password
U00748,2026-01-02 10:51:29,DV00748,GB.51.115.109,Android,1,password
U00266,2026-01-02 11:10:47,DV00266,DE.185.223.50,Android,1,biometric
U00508,2026-01-02 11:17:32,DV00508,US.183.232.198,iOS,1,pin
U00461,2026-01-02 11:29:04,DV00461,GB.111.50.93,iOS,1,biometric
U00093,2026-01-02 11:37:40,DV00093,GB.150.172.250,Android,1,password
U00603,2026-01-02 11:46:47,DV00603,GB.241.42.179,iOS,1,password
U00239,2026-01-02 11:47:42,DV00239,GB.57.183.203,iOS,1,password
U00426,2026-01-02 12:08:58,DV00426,DE.76.164.115,iOS,1,password
U00523,2026-01-02 12:21:23,DV00523,GB.44.123.108,Android,1,pin
U00563,2026-01-02 12:36:47,DV00563,DE.211.231.72,iOS,1,pin
U00203,2026-01-02 12:41:28,DV00203,GB.224.250.14,Android,1,password
U00762,2026-01-02 13:09:32,DV00762,GB.200.216.194,Android,1,pin
U00433,2026-01-02 13:13:37,DV00433,US.239.234.197,iOS,1,biometric
U00369,2026-01-02 13:13:39,DV00369,GB.172.21.41,iOS,1,biometric
U00266,2026-01-02 13:18:53,DV00266,DE.152.134.224,Android,1,biometric
U00638,2026-01-02 13:21:04,DV00638,US.76.37.178,iOS,1,pin
U00186,2026-01-02 13:33:15,DV00186,US.227.202.66,Android,1,password
U00781,2026-01-02 13:57:09,DV00781,GB.150.94.207,iOS,1,pin
U00075,2026-01-02 14:03:46,DV00075,GB.181.211.119,Android,1,biometric
U00485,2026-01-02 14:08:04,DV00485,DE.173.46.26,Android,1,pin
U00320,2026-01-02 14:08:26,DV00320,GB.38.71.59,iOS,1,biometric
U00518,2026-01-02 14:18:25,DV00518,DE.55.146.181,Android,1,password
U00366,2026-01-02 14:22:11,DV00366,US.124.94.95,iOS,1,biometric
U00439,2026-01-02 14:42:44,DV00439,US.183.43.14,iOS,1,biometric
U00579,2026-01-02 14:43:01,DV00579,US.41.132.251,Android,1,biometric
U00594,2026-01-02 14:53:01,DV00594,DE.87.216.23,Android,1,biometric
U00571,2026-01-02 14:57:01,DV00571,GB.172.213.202,Android,1,pin
U00354,2026-01-02 15:42:09,DV00354,GB.7.152.181,Android,1,biometric
U00367,2026-01-02 16:07:40,DV00367,GB.138.75.196,iOS,1,password
U00394,2026-01-02 16:09:17,DV00394,US.59.132.207,iOS,1,biometric
U00759,2026-01-02 16:17:03,DV00759,US.18.164.45,iOS,1,pin
U00487,2026-01-02 16:35:09,DV00487,GB.193.76.135,Android,1,password
U00683,2026-01-02 16:39:17,DV00683,GB.189.106.239,iOS,1,pin
U00077,2026-01-02 16:57:10,DV00077,DE.104.62.121,iOS,1,password
U00188,2026-01-02 17:00:20,DV00188,US.221.28.149,Android,1,pin
U00264,2026-01-02 17:00:50,DV00264,GB.194.239.231,Android,1,password
U00187,2026-01-02 17:01:55,DV00187,US.243.107.221,iOS,1,biometric
U00068,2026-01-02 17:11:41,DV00068,GB.240.231.137,Android,1,biometric
U00155,2026-01-02 17:20:53,DV00155,US.188.48.37,Android,1,password
U00466,2026-01-02 17:22:34,DV00466,US.6.170.155,iOS,1,password
U00127,2026-01-02 17:33:51,DV00127,DE.223.246.252,Android,1,biometric
U00697,2026-01-02 17:34:01,DV00697,GB.67.27.235,iOS,1,biometric
U00305,2026-01-02 17:41:05,DV00305,GB.71.71.251,Android,1,biometric
U00659,2026-01-02 17:52:33,DV00659,US.191.23.87,iOS,1,pin
U00307,2026-01-02 17:54:30,DV00307,GB.161.99.246,Android,1,pin
U00755,2026-01-02 17:56:35,DV00755,GB.242.110.71,iOS,1,pin
U00638,2026-01-02 18:21:05,DV00638,US.25.143.41,Android,1,pin
U00684,2026-01-02 18:25:26,DV00684,US.73.140.95,iOS,1,pin
U00721,2026-01-02 18:28:05,DV00721,GB.146.119.59,Android,1,password
U00367,2026-01-02 18:34:04,DV00367,GB.22.184.80,Android,1,biometric
U00303,2026-01-02 18:47:25,DV00303,GB.79.219.182,iOS,1,pin
U00667,2026-01-02 18:57:51,DV00667,US.150.212.235,Android,1,pin
U00089,2026-01-02 19:05:03,DV00089,DE.18.173.126,Android,1,password
U00337,2026-01-02 19:17:39,DV00337,DE.250.80.177,iOS,1,pin
U00734,2026-01-02 19:37:14,DV00734,GB.128.173.110,iOS,1,password
U00733,2026-01-02 19:54:29,DV00733,GB.115.62.214,Android,1,pin
U00470,2026-01-02 19:55:23,DV00470,US.61.53.128,Android,1,pin
U00252,2026-01-02 20:08:30,DV00252,DE.145.241.125,Android,1,password
U00562,2026-01-02 20:10:05,DV00562,US.84.148.208,iOS,1,biometric
U00533,2026-01-02 20:11:45,DV00533,US.28.148.178,Android,1,biometric
U00732,2026-01-02 20:21:27,DV00732,GB.66.42.206,iOS,1,pin
U00102,2026-01-02 20:22:01,DV00102,GB.193.32.27,iOS,1,pin
U00279,2026-01-02 20:23:45,DV00279,GB.34.114.103,iOS,1,biometric
U00470,2026-01-02 20:25:16,DV00470,US.16.92.198,Android,1,pin
U00586,2026-01-02 20:30:15,DV00586,DE.184.132.248,Android,1,pin
U00203,2026-01-02 20:40:20,DV00203,GB.144.24.135,Android,1,pin
U00160,2026-01-02 21:07:19,DV00160,GB.31.166.70,iOS,1,biometric
U00194,2026-01-02 21:15:50,DV00194,DE.163.43.162,iOS,1,pin
U00645,2026-01-02 21:19:28,DV00645,GB.218.91.187,iOS,1,pin
U00687,2026-01-02 21:21:00,DV00687,GB.10.63.31,iOS,1,password
U00490,2026-01-02 21:21:42,DV00490,US.13.197.48,Android,1,biometric
U00111,2026-01-02 21:29:51,DV00111,GB.191.13.154,Android,1,biometric
U00203,2026-01-02 21:39:33,DV00203,GB.27.143.91,Android,1,pin
U00400,2026-01-02 21:46:26,DV00400,US.143.219.70,iOS,1,pin
U00618,2026-01-02 21:48:54,DV00618,DE.71.43.136,iOS,1,password
U00668,2026-01-02 21:49:32,DV00668,DE.231.188.129,Android,1,password
U00705,2026-01-02 21:52:00,DV00705,US.191.205.213,Android,1,biometric
U00087,2026-01-02 22:18:05,DV00087,US.190.151.79,iOS,1,biometric
U00625,2026-01-02 22:21:58,DV00625,GB.219.150.71,Android,1,biometric
U00150,2026-01-02 22:24:28,DV00150,US.190.56.19,Android,1,pin
U00308,2026-01-02 22:51:59,DV00308,GB.130.34.26,iOS,1,biometric
U00778,2026-01-03 06:04:56,DV00778,DE.76.232.42,Android,1,password
U00188,2026-01-03 06:06:33,DV00188,US.101.83.208,Android,1,pin
U00693,2026-01-03 06:08:17,DV00693,US.159.91.16,Android,1,password
U00394,2026-01-03 06:46:30,DV00394,US.1.21.81,iOS,1,password
U00295,2026-01-03 07:02:03,DV00295,US.56.68.226,Android,1,biometric
U00098,2026-01-03 07:29:54,DV00098,GB.128.199.156,Android,1,password
U00749,2026-01-03 07:43:24,DV00749,US.143.61.117,iOS,1,biometric
U00455,2026-01-03 07:49:05,DV00455,DE.130.232.242,iOS,1,biometric
U00569,2026-01-03 08:00:42,DV00569,GB.47.114.90,Android,1,biometric
U00465,2026-01-03 08:47:13,DV00465,DE.183.202.30,Android,1,pin
U00170,2026-01-03 08:51:28,DV00170,US.76.125.195,Android,1,pin
U00650,2026-01-03 09:02:52,DV00650,US.221.182.176,Android,1,password
U00731,2026-01-03 09:57:56,DV00731,GB.52.56.60,Android,1,biometric
U00145,2026-01-03 10:06:35,DV00145,GB.114.184.207,iOS,1,password
U00600,2026-01-03 10:08:46,DV00600,US.85.186.71,iOS,1,pin
U00280,2026-01-03 10:20:21,DV00280,US.57.219.92,iOS,1,password
U00578,2026-01-03 11:08:58,DV00578,GB.216.80.21,Android,1,password
U00525,2026-01-03 11:18:45,DV00525,DE.55.203.103,iOS,1,pin
U00194,2026-01-03 11:22:50,DV00194,DE.73.85.70,Android,1,pin
U00155,2026-01-03 11:31:49,DV00155,US.83.170.113,Android,1,pin
U00032,2026-01-03 11:37:11,DV00032,GB.142.210.50,Android,1,biometric
U00173,2026-01-03 11:38:16,DV00173,GB.188.197.55,iOS,1,password
U00684,2026-01-03 12:18:11,DV00684,US.122.233.106,Android,1,password
U00144,2026-01-03 12:20:07,DV00144,GB.2.163.77,Android,1,password
U00096,2026-01-03 12:25:30,DV00096,US.144.242.8,iOS,1,pin
U00299,2026-01-03 12:30:24,DV00299,GB.8.225.181,iOS,1,password
U00307,2026-01-03 12:37:11,DV00307,GB.212.54.192,iOS,1,pin
U00747,2026-01-03 12:46:17,DV00747,DE.40.115.151,iOS,1,biometric
U00477,2026-01-03 12:56:47,DV00477,GB.226.182.72,iOS,1,password
U00248,2026-01-03 13:09:12,DV00248,GB.14.143.126,iOS,1,password
U00745,2026-01-03 13:12:21,DV00745,US.146.49.2,Android,1,password
U00566,2026-01-03 13:24:24,DV00566,GB.232.209.84,Android,1,password
U00625,2026-01-03 13:26:47,DV00625,GB.9.4.254,Android,1,biometric
U00409,2026-01-03 13:36:05,DV00409,US.196.186.234,iOS,1,password
U00569,2026-01-03 14:16:55,DV00569,GB.98.220.247,Android,1,biometric
U00273,2026-01-03 14:26:22,DV00273,DE.100.150.135,iOS,1,pin
U00045,2026-01-03 14:51:36,DV00045,GB.237.196.106,iOS,1,biometric
U00562,2026-01-03 15:21:50,DV00562,US.244.26.230,iOS,1,biometric
U00033,2026-01-03 15:26:32,DV00033,DE.37.136.152,Android,1,password
U00157,2026-01-03 16:15:27,DV00157,GB.17.124.15,iOS,1,password
U00035,2026-01-03 16:52:49,DV00035,GB.70.216.12,iOS,1,biometric
U00233,2026-01-03 17:00:52,DV00233,US.134.201.186,Android,1,password
U00116,2026-01-03 17:08:32,DV00116,GB.236.216.72,iOS,1,pin
U00223,2026-01-03 17:16:17,DV00223,GB.225.117.238,iOS,1,pin
U00160,2026-01-03 17:26:54,DV00160,GB.164.35.76,Android,1,pin
U00688,2026-01-03 17:52:19,DV00688,GB.217.154.180,iOS,1,pin
U00159,2026-01-03 17:58:22,DV00159,GB.160.9.37,iOS,1,biometric
U00093,2026-01-03 18:00:59,DV00093,GB.27.88.227,Android,1,biometric
U00372,2026-01-03 18:06:49,DV00372,DE.85.238.227,Android,1,pin
U00712,2026-01-03 18:13:09,DV00712,GB.103.245.35,Android,1,password
U00176,2026-01-03 18:14:59,DV00176,DE.113.243.245,Android,1,pin
U00674,2026-01-03 18:23:19,DV00674,GB.158.200.30,Android,1,password
U00732,2026-01-03 18:24:37,DV00732,GB.77.218.206,Android,1,biometric
U00712,2026-01-03 18:31:12,DV00712,GB.20.137.71,iOS,1,password
U00548,2026-01-03 18:40:26,DV00548,US.107.184.248,iOS,1,password
U00217,2026-01-03 18:50:45,DV00217,US.173.234.80,Android,1,pin
U00147,2026-01-03 19:31:41,DV00147,GB.176.234.209,iOS,1,pin
U00352,2026-01-03 19:46:12,DV00352,GB.68.7.202,Android,1,pin
U00031,2026-01-03 19:47:04,DV00031,US.116.12.16,Android,1,password
U00244,2026-01-03 20:14:14,DV00244,DE.45.15.216,Android,1,biometric
U00363,2026-01-03 20:29:01,DV00363,US.112.213.66,iOS,1,password
U00438,2026-01-03 20:33:04,DV00438,DE.90.75.148,Android,1,pin
U00117,2026-01-03 20:34:27,DV00117,DE.202.92.44,iOS,1,biometric
U00325,2026-01-03 20:37:40,DV00325,GB.32.182.247,Android,1,pin
U00187,2026-01-03 20:53:36,DV00187,US.208.8.110,iOS,1,password
U00335,2026-01-03 20:59:14,DV00335,US.157.218.3,iOS,1,pin
U00150,2026-01-03 21:05:08,DV00150,US.176.188.249,Android,1,biometric
U00377,2026-01-03 21:13:56,DV00377,US.197.224.57,iOS,1,password
U00742,2026-01-03 21:25:39,DV00742,US.73.47.20,Android,1,password
U00360,2026-01-03 21:57:44,DV00360,US.46.10.133,Android,1,pin
U00115,2026-01-03 22:21:52,DV00115,GB.168.141.196,iOS,1,biometric
U00786,2026-01-03 22:26:12,DV00786,GB.141.97.119,iOS,1,pin
U00201,2026-01-03 22:36:03,DV00201,GB.19.54.99,Android,1,pin
U00746,2026-01-03 22:40:30,DV00746,US.52.119.164,Android,1,password
U00482,2026-01-03 22:41:53,DV00482,DE.56.201.58,iOS,1,pin
U00301,2026-01-03 22:50:34,DV00301,DE.243.219.83,iOS,1,pin
U00351,2026-01-04 06:03:20,DV00351,DE.135.82.215,iOS,1,password
U00726,2026-01-04 06:25:41,DV00726,GB.139.45.135,Android,1,password
U00527,2026-01-04 06:40:17,DV00527,GB.61.35.13,Android,1,pin
U00490,2026-01-04 06:48:44,DV00490,US.9.217.189,Android,1,password
U00491,2026-01-04 06:54:09,DV00491,GB.36.57.76,Android,1,pin
U00159,2026-01-04 06:54:13,DV00159,GB.88.171.190,iOS,1,password
U00093,2026-01-04 07:11:02,DV00093,GB.207.70.126,iOS,1,password
U00260,2026-01-04 07:25:43,DV00260,GB.118.236.249,Android,1,biometric
U00192,2026-01-04 07:42:48,DV00192,GB.228.215.46,Android,1,password
U00426,2026-01-04 08:00:21,DV00426,DE.128.195.199,Android,1,biometric
U00623,2026-01-04 08:00:27,DV00623,GB.87.38.120,iOS,1,biometric
U00310,2026-01-04 08:05:22,DV00310,GB.239.80.148,iOS,1,pin
U00265,2026-01-04 08:27:47,DV00265,GB.202.61.183,iOS,1,pin
U00479,2026-01-04 08:32:00,DV00479,DE.245.229.187,iOS,1,biometric
U00463,2026-01-04 08:53:39,DV00463,GB.34.169.70,Android,1,biometric
U00572,2026-01-04 08:58:25,DV00572,DE.57.121.250,Android,1,pin
U00228,2026-01-04 09:11:36,DV00228,US.244.203.35,Android,1,password
U00559,2026-01-04 09:12:17,DV00559,GB.244.233.150,Android,1,pin
U00530,2026-01-04 09:19:05,DV00530,DE.114.139.133,Android,1,pin
U00718,2026-01-04 09:35:42,DV00718,GB.164.207.46,iOS,1,pin
U00196,2026-01-04 10:06:12,DV00196,GB.47.125.246,iOS,1,password
U00435,2026-01-04 10:36:41,DV00435,DE.93.113.129,Android,1,pin
U00721,2026-01-04 10:42:05,DV00721,GB.105.106.63,iOS,1,password
U00532,2026-01-04 11:01:03,DV00532,GB.156.233.246,iOS,1,password
U00614,2026-01-04 11:05:13,DV00614,US.226.93.215,iOS,1,pin
U00748,2026-01-04 11:19:02,DV00748,GB.62.30.248,Android,1,biometric
U00091,2026-01-04 11:33:37,DV00091,US.152.211.248,Android,1,password
U00190,2026-01-04 11:54:30,DV00190,GB.226.163.34,iOS,1,pin
U00544,2026-01-04 12:05:45,DV00544,US.20.184.134,iOS,1,pin
U00136,2026-01-04 12:33:10,DV00136,DE.43.249.120,iOS,1,biometric
U00782,2026-01-04 13:01:59,DV00782,GB.15.67.164,iOS,1,pin
U00531,2026-01-04 13:02:04,DV00531,GB.81.194.217,iOS,1,password
U00425,2026-01-04 13:06:52,DV00425,US.132.125.153,iOS,1,pin
U00491,2026-01-04 13:35:33,DV00491,GB.252.205.104,Android,1,password
U00200,2026-01-04 13:51:42,DV00200,GB.65.79.82,iOS,1,pin
U00676,2026-01-04 13:53:58,DV00676,GB.65.181.115,iOS,1,biometric
U00478,2026-01-04 14:30:07,DV00478,US.168.228.3,Android,1,pin
U00451,2026-01-04 14:34:32,DV00451,US.12.13.71,iOS,1,biometric
U00614,2026-01-04 14:42:58,DV00614,US.82.177.235,Android,1,password
U00681,2026-01-04 14:47:15,DV00681,GB.55.197.104,iOS,1,password
U00037,2026-01-04 14:53:31,DV00037,US.226.95.211,iOS,1,pin
U00132,2026-01-04 15:01:36,DV00132,GB.233.112.112,Android,1,password
U00194,2026-01-04 15:05:53,DV00194,DE.78.40.225,iOS,1,password
U00043,2026-01-04 15:11:04,DV00043,GB.120.125.216,iOS,1,pin
U00024,2026-01-04 15:37:09,DV00024,GB.107.4.42,Android,1,password
U00424,2026-01-04 15:39:39,DV00424,DE.142.149.72,iOS,1,pin
U00035,2026-01-04 15:41:22,DV00035,GB.198.157.227,iOS,1,password
U00767,2026-01-04 15:49:47,DV00767,GB.106.114.204,Android,1,password
U00000,2026-01-04 16:01:59,DV00000,US.247.24.76,iOS,1,pin
U00354,2026-01-04 16:06:09,DV00354,GB.56.30.145,Android,1,pin
U00291,2026-01-04 16:09:28,DV00291,GB.84.152.20,Android,1,biometric
U00557,2026-01-04 16:28:32,DV00557,GB.76.153.243,iOS,1,password
U00396,2026-01-04 17:08:10,DV00396,US.188.113.18,iOS,1,pin
U00631,2026-01-04 17:09:07,DV00631,US.29.158.196,Android,1,password
U00721,2026-01-04 17:14:09,DV00721,GB.165.74.223,Android,1,biometric
U00578,2026-01-04 17:32:30,DV00578,GB.112.35.214,Android,1,password
U00536,2026-01-04 17:38:10,DV00536,DE.72.151.85,iOS,1,biometric
U00485,2026-01-04 17:48:09,DV00485,DE.158.237.177,iOS,1,pin
U00453,2026-01-04 17:52:27,DV00453,US.16.252.238,Android,1,biometric
U00378,2026-01-04 17:57:53,DV00378,US.21.140.77,iOS,1,biometric
U00768,2026-01-04 18:20:02,DV00768,DE.160.232.95,Android,1,password
U00012,2026-01-04 18:31:44,DV00012,GB.124.108.138,Android,1,biometric
U00746,2026-01-04 18:34:17,DV00746,US.1.111.151,Android,1,password
U00403,2026-01-04 18:44:48,DV00403,GB.147.183.202,Android,1,pin
U00397,2026-01-04 18:51:14,DV00397,GB.160.113.185,Android,1,password
U00606,2026-01-04 18:54:15,DV00606,GB.100.170.181,iOS,1,biometric
U00642,2026-01-04 19:03:24,DV00642,DE.231.106.212,Android,1,biometric
